Model,Global aesthetic,Mouth quality,Face quality,Lip dynamics,Head motion dynamics,Eyebrow dynamics,Silent lip stability,Lip sync
GT,4.6842,23.835,0.4425,1.716603,18.46757,0.006777,0.0263,0.2528
